mse,psnr,histogram_compare,ssim,entropy,avgObjArea,displacedObjects,class
0.11574074074074074,57.495941033468029,0.011904665046726621,0.99945218656812662,104,7,68.0,0
0.13290895061728394,56.895261318228222,0.009608431802545463,0.9997529843766666,424,52,69.13461538461539,0
0.25329137731481483,54.09459955318718,0.01031626083506855,0.99946097374460641,225,11,42.95454545454545,0
2.0294053819444446,45.057115530871513,0.009069764899923949,0.9987172912566521,419,4,43.375,0
5.3186969521604937,40.872751150019013,0.010225939561794042,0.99684401259907396,490,2,59.5,0
0.10591483410493827,57.88123570555058,0.007785286594543971,0.99985835376217658,359,79,20.139240506329113,0
2.7118296682098766,43.798179531358919,0.010887178269297786,0.9981478009634519,322,2,51.5,0
2.3728178047839505,44.378159683794856,0.01133429105191303,0.99810787815806445,349,6,48.333333333333336,0
1.4038628472222223,46.657556801425777,0.01115264370708415,0.99853601672220293,450,9,34.44444444444444,0
1.7629002700617284,45.668526165702716,0.012468549435285128,0.99789805331167447,476,7,29.0,0
2.5035566165123457,44.145229436986426,0.01207651430514489,0.99730549466583407,451,2,100.5,0
8.7783082561728403,38.696695335496244,0.05049918476091855,0.98650298710458684,312,60,25.216666666666665,0
0.41101224922839508,51.992255956998044,0.014779816901502995,0.99898046413335173,433,27,27.555555555555557,0
2.4429374035493829,44.251680218688406,0.013835693669784885,0.99770985686904023,421,13,63.65384615384615,0
7.6379364390432096,39.301043209033601,0.022204516900284917,0.99260040821551188,493,19,55.86842105263158,0
10.863896122685185,37.770947565051493,0.028938982151387276,0.98866535961820434,323,38,38.80263157894737,0
7.7966338734567904,39.211732204487973,0.029108520480229872,0.99051228618007137,376,44,39.90909090909091,0
10.734543788580247,37.822967689482113,0.03209054847962382,0.98651374492249388,404,44,45.25,0
7.6158371913580245,39.313627095842691,0.02929248555708911,0.99012361632573231,366,41,34.15853658536585,0
6.662205825617284,39.894623149881362,0.03021265549755943,0.99113068678871508,134,40,45.8625,0
4.0909408757716053,42.012571579551363,0.025604568117027167,0.99398721905498866,491,48,25.0625,0
3.3753858024691357,42.847569415356531,0.024875035431473163,0.9944551951597016,408,40,34.8375,0
3.0368803047839505,43.306526858400801,0.024274046988196976,0.99544037922376905,515,37,27.7027027027027,0
17.293969425154319,35.751856740378649,0.06235487746539395,0.97166760886085091,123,49,66.93877551020408,0
7.4167390046296298,39.428673644290569,0.018543971521501546,0.99398881983067511,444,9,71.0,0
9.3538773148148149,38.420886914519734,0.02086783971026671,0.99154501484325619,584,16,48.3125,0
9.9588638117283956,38.148705674686624,0.02536838682957981,0.99055223257817926,224,18,49.0,0
12.415943287037036,37.191006406992159,0.026668527221491583,0.98754749749551796,196,6,36.166666666666664,0
10.830343364197532,37.784381351925084,0.02604468171578152,0.98931877251139988,422,28,21.642857142857142,0
9.0521556712962958,38.563283468928148,0.026587122490490868,0.99099382335429964,152,31,39.693548387096776,0
5.909083236882716,40.415602532601767,0.02511297674537551,0.99336973998043832,307,28,55.5,0
5.9430579668209873,40.390703946097489,0.028756037854343126,0.99301577071164904,437,33,32.34848484848485,0
6.0769314236111107,40.293960253788015,0.029355414997101176,0.99380125658596452,259,26,40.26923076923077,0
5.2184606481481479,40.955379480203845,0.02629684200547092,0.99309711073848728,500,28,39.57142857142857,0
11.293029031635802,37.602699162602434,0.0258520665456013,0.99009221262217773,443,23,46.02173913043478,0
30.219509548611111,33.327929492454558,0.06170529365268034,0.96464429671400165,451,54,30.25,0
25.020990065586421,34.147758703980486,0.023110188974035675,0.98199899760116871,191,3,159.0,0
26.515588831018519,33.895790849395347,0.024205299693687808,0.97796724845489025,461,6,104.08333333333333,0
16.651945891203702,35.9161536984641,0.02306580211344078,0.98512815238078255,333,14,48.42857142857143,0
7.3880811149691361,39.445487058823126,0.023533793622272897,0.99236313585116986,365,19,52.26315789473684,0
3.7525559413580245,42.387531856442713,0.023284687680348554,0.99525031962986366,472,23,51.82608695652174,0
3.5396050347222223,42.641255566981812,0.02539510244429508,0.99546678815865863,239,29,34.6551724137931,0
4.6085551697530862,41.495155700019708,0.020574522536133188,0.99471364986732047,462,36,27.083333333333332,0
4.3186969521604937,41.777276306852009,0.022732399877390865,0.99370246891077241,354,22,71.68181818181819,0
4.3562403549382713,41.73968526987197,0.02293563434481949,0.99514775006588518,592,19,65.94736842105263,0
4.7999734760802468,41.318415233306176,0.0231574407037499,0.99321387827469054,455,31,32.5,0
4.1116174768518521,41.99067657463381,0.023521402083800123,0.99375772263632178,478,38,32.3421052631579,0
13.474573206018519,36.8356534264598,0.05846040596807432,0.97762553058951673,387,52,61.79807692307692,0
0.23722029320987653,54.379285224990781,0.013922058001814624,0.99909482656033166,406,10,19.05,0
0.17586564429012347,55.678993534314884,0.010349586425996109,0.99955607587516493,413,135,35.02962962962963,0
0.17333381558641975,55.741970636476026,0.005825858410433653,0.9998144601353518,207,104,17.360576923076923,0
0.7573061342592593,49.338088861981142,0.012187658421101227,0.99915038403026923,542,7,45.42857142857143,0
5.2170982831790127,40.956513425391996,0.014808860527195015,0.99553390164205324,371,2,105.5,0
3.2617549189814814,42.996290348603409,0.017366383174285002,0.99645740579816489,339,8,52.125,0
1.6401186342592593,45.982050979782947,0.014787135212912712,0.99823444002361583,286,16,30.875,0
4.0663580246913584,42.038747471899384,0.02245675867387419,0.99600589622142388,376,21,19.642857142857142,0
1.6089289158950617,46.065435039139899,0.01722961572541563,0.99816959404339534,555,9,133.27777777777777,0
2.5416063850308643,44.079720680116033,0.014886953833971789,0.99745882596550006,451,15,41.666666666666664,0
5.3396749614197532,40.855655395618562,0.015446365841219249,0.99534085888274404,378,3,61.0,0
