mse,psnr,histogram_compare,class
0.11574074074074074,57.49594103346803,0.011904665046726621,0
0.13290895061728394,56.89526131822822,0.009608431802545463,0
0.25329137731481483,54.09459955318718,0.01031626083506855,0
2.0294053819444446,45.05711553087151,0.009069764899923949,0
5.3186969521604937,40.87275115001901,0.010225939561794042,0
0.10591483410493827,57.88123570555058,0.007785286594543971,0
2.7118296682098766,43.79817953135892,0.010887178269297786,0
2.3728178047839505,44.378159683794856,0.01133429105191303,0
1.4038628472222223,46.65755680142578,0.01115264370708415,0
1.7629002700617284,45.668526165702716,0.012468549435285128,0
2.5035566165123457,44.145229436986426,0.01207651430514489,0
8.7783082561728403,38.696695335496244,0.05049918476091855,0
0.41101224922839508,51.992255956998044,0.014779816901502995,0
2.4429374035493829,44.251680218688406,0.013835693669784885,0
7.6379364390432096,39.3010432090336,0.022204516900284917,0
10.863896122685185,37.77094756505149,0.028938982151387276,0
7.7966338734567904,39.21173220448797,0.029108520480229872,0
10.734543788580247,37.82296768948211,0.03209054847962382,0
7.6158371913580245,39.31362709584269,0.02929248555708911,0
6.662205825617284,39.89462314988136,0.03021265549755943,0
4.0909408757716053,42.01257157955136,0.025604568117027167,0
3.3753858024691357,42.84756941535653,0.024875035431473163,0
3.0368803047839505,43.3065268584008,0.024274046988196976,0
17.293969425154319,35.75185674037865,0.06235487746539395,0
7.4167390046296298,39.42867364429057,0.018543971521501546,0
9.3538773148148149,38.420886914519734,0.02086783971026671,0
9.9588638117283956,38.148705674686624,0.02536838682957981,0
12.415943287037036,37.19100640699216,0.026668527221491583,0
10.830343364197532,37.784381351925084,0.02604468171578152,0
9.0521556712962958,38.56328346892815,0.026587122490490868,0
5.909083236882716,40.41560253260177,0.02511297674537551,0
5.9430579668209873,40.39070394609749,0.028756037854343126,0
6.0769314236111107,40.293960253788015,0.029355414997101176,0
5.2184606481481479,40.955379480203845,0.02629684200547092,0
11.293029031635802,37.602699162602434,0.0258520665456013,0
30.219509548611111,33.32792949245456,0.06170529365268034,0
25.020990065586421,34.147758703980486,0.023110188974035675,0
26.515588831018519,33.89579084939535,0.024205299693687808,0
16.651945891203702,35.9161536984641,0.02306580211344078,0
7.3880811149691361,39.445487058823126,0.023533793622272897,0
3.7525559413580245,42.38753185644271,0.023284687680348554,0
3.5396050347222223,42.64125556698181,0.02539510244429508,0
4.6085551697530862,41.49515570001971,0.020574522536133188,0
4.3186969521604937,41.77727630685201,0.022732399877390865,0
4.3562403549382713,41.73968526987197,0.02293563434481949,0
4.7999734760802468,41.318415233306176,0.0231574407037499,0
4.1116174768518521,41.99067657463381,0.023521402083800123,0
13.474573206018519,36.8356534264598,0.05846040596807432,0
0.23722029320987653,54.37928522499078,0.013922058001814624,0
0.17586564429012347,55.678993534314884,0.010349586425996109,0
0.17333381558641975,55.741970636476026,0.005825858410433653,0
0.7573061342592593,49.33808886198114,0.012187658421101227,0
5.2170982831790127,40.956513425392,0.014808860527195015,0
3.2617549189814814,42.99629034860341,0.017366383174285002,0
1.6401186342592593,45.98205097978295,0.014787135212912712,0
4.0663580246913584,42.038747471899384,0.02245675867387419,0
1.6089289158950617,46.0654350391399,0.01722961572541563,0
2.5416063850308643,44.07972068011603,0.014886953833971789,0
5.3396749614197532,40.85565539561856,0.015446365841219249,0
16.616319444444443,35.925455280615026,0.05378498812568589,0
6.2950906635802468,40.14078371553645,0.02102252111126869,0
6.6803264853395063,39.88282672746187,0.021923636680323797,0
7.1445915316358022,39.59102956380181,0.023108864402240893,0
5.9532335069444446,40.38327443411305,0.02326376797449121,0
5.7534963348765435,40.53148520094599,0.02260839544364902,0
9.5633077739197532,38.32472228058944,0.02369503821945402,0
10.398594232253087,37.96105729111518,0.02320537484076645,0
17.648654513888889,35.66368759329175,0.025481173264034672,0
21.082947530864196,34.89149032937337,0.026470357657545556,0
25.57351948302469,34.052898601831956,0.02897463091968715,0
25.45284770447531,34.07343981929797,0.03036149580384186,0
28.540786554783949,33.576144232141836,0.06487868361099695,0
7.1686680169753085,39.57641892315342,0.020737480109491984,0
1.8867066936728396,45.3737597062359,0.017420465469473463,0
3.7291666666666665,42.41468567263604,0.019901906997276706,0
13.048767843364198,36.975108564037114,0.024789679410328447,0
25.060366030092592,34.14092950886216,0.02169772405712876,0
34.266288097993829,32.78213298920353,0.027142332293649696,0
35.210081500771608,32.664133305351754,0.025102292248551594,0
28.438994984567902,33.59166116221174,0.027526203993617854,0
15.41160300925926,36.25232547466256,0.025242761137357038,0
9.5029296875,38.352228449509695,0.027228395555744033,0
8.5502989969135808,38.81099058953863,0.025130218284285466,0
18.575147087191358,35.44148099463419,0.05451056772994121,0
5.5568938078703702,40.682482633621035,0.02097729543784568,0
6.027440200617284,40.32947450515352,0.024337555307512772,0
3.9289520640432101,42.18803630719509,0.027586281786052217,0
3.6165605709876543,42.54784617710065,0.026419340219237048,0
3.2969835069444446,42.94963586263712,0.02616989633786938,0
4.4587311921296298,41.638690704635344,0.025835613490350094,0
3.5425829475308643,42.637603330752434,0.027735166511577515,0
3.7709177276234569,42.36633303622439,0.02235866571801639,0
2.7428867669753085,43.74872481623876,0.023892985788203064,0
3.6173683449074074,42.54687627053532,0.025326497927169667,0
3.167920524691358,43.123060831906514,0.028224190173639842,0
15.489884741512345,36.23032174633005,0.04510162598679746,0
0.57790798611111116,50.512216648441246,0.018726717054204513,0
0.42885561342592593,51.80769261800051,0.010888162118052679,0
0.85939911265432101,48.788854599369806,0.014539791573254442,0
1.142578125,47.551944557615606,0.017804357946921014,0
2.5165171682098766,44.122804632762666,0.015997869655232443,0
2.1193576388888888,44.86876111334961,0.016921288074156656,0
3.2621166087962963,42.99580879439062,0.01944332618515577,0
6.6396846064814818,39.90932910553791,0.022175315087300966,0
8.9909456983024683,38.592749861587606,0.023467153055507027,0
8.7048611111111107,38.733185146689245,0.028818037091242865,0
4.2280574845679011,41.86939477535048,0.02704529688267706,0
16.100019290123456,36.06253964488908,0.04748536371880697,0
3.0817780671296298,43.24279000882461,0.023273714852409727,0
3.8041811342592591,42.328191733868564,0.021713796721944144,0
2.8318142361111112,43.610156001545434,0.020660187801837638,0
4.1130039544753085,41.98921233803184,0.020266406853202107,0
3.4560305748456792,42.74502784923315,0.02389042574865445,0
1.8124879436728396,45.548052344600634,0.020328366574690653,0
1.8831018518518519,45.38206550409945,0.019475251471409605,0
2.4288676697530862,44.27676506771529,0.020959701494843313,0
1.6524884259259258,45.94941934509994,0.01695594007725372,0
1.0535300925925926,47.90433415740822,0.02032885275455209,0
0.74886670524691357,49.386758386656766,0.019843600125519667,0
10.645809220679013,37.85901681780447,0.05859224742328224,0
1.7390890239197532,45.72758546773467,0.015176145262613024,0
2.7906659915123457,43.67372500991098,0.01654124373547086,0
1.7026065779320987,45.819660539341385,0.010968491578428103,0
1.5536988811728396,46.217135078681004,0.011579182867725647,0
4.1831597222222223,41.91575913653895,0.013701170724958273,0
4.6613498263888893,41.44568663648858,0.018913437768937762,0
2.5814766589506171,44.012121582461546,0.014567579393510515,0
1.9526909722222223,45.22446842453518,0.015935130520765454,0
5.6308834876543212,40.62503819709161,0.016727313303291382,0
6.0879991319444446,40.286057790291395,0.021387689815427977,0
2.1524160879629628,44.80154131401915,0.015179001714277423,0
11.389130015432098,37.565898100923654,0.056598147118636456,0
4.8397834683641978,41.28254429099158,0.017576905675464223,0
7.6506679205246915,39.29381009173667,0.02070304134952375,0
15.88182388117284,36.12179985192167,0.02436481235237872,0
23.6083984375,34.40013834752683,0.02922203472948331,0
23.004111207561728,34.51274902450236,0.027735822396564365,0
15.936885127314815,36.106769186014425,0.022848537348487692,0
9.1803023726851851,38.50223375023313,0.020415181035057562,0
4.8868634259259256,41.240501589781786,0.02062406545444264,0
5.1791208526234565,40.98824315651306,0.02108644269276507,0
3.2614173418209877,42.99673984738188,0.023218342923048516,0
1.7251519097222223,45.76253017603925,0.019808799417443793,0
13.332609953703704,36.88165186882404,0.05659670074875682,0
1.3615571952160495,46.790444713101834,0.017575543887247927,0
4.6363329475308639,41.4690574460238,0.018312780742367384,0
2.729540412808642,43.76990832136221,0.017709167191875427,0
4.9109881365740744,41.21911475855964,0.016011525688977485,0
3.2828776041666665,42.96825669678601,0.01838634455118993,0
0.11574074074074074,57.49594103346803,0.011904665046726621,0
0.13290895061728394,56.89526131822822,0.009608431802545463,0
0.25329137731481483,54.09459955318718,0.01031626083506855,0
2.0294053819444446,45.05711553087151,0.009069764899923949,0
5.3186969521604937,40.87275115001901,0.010225939561794042,0
0.10591483410493827,57.88123570555058,0.007785286594543971,0
2.7118296682098766,43.79817953135892,0.010887178269297786,0
2.3728178047839505,44.378159683794856,0.01133429105191303,0
1.4038628472222223,46.65755680142578,0.01115264370708415,0
1.7629002700617284,45.668526165702716,0.012468549435285128,0
2.5035566165123457,44.145229436986426,0.01207651430514489,0
8.7783082561728403,38.696695335496244,0.05049918476091855,0
0.41101224922839508,51.992255956998044,0.014779816901502995,0
2.4429374035493829,44.251680218688406,0.013835693669784885,0
7.6379364390432096,39.3010432090336,0.022204516900284917,0
10.863896122685185,37.77094756505149,0.028938982151387276,0
7.7966338734567904,39.21173220448797,0.029108520480229872,0
10.734543788580247,37.82296768948211,0.03209054847962382,0
7.6158371913580245,39.31362709584269,0.02929248555708911,0
6.662205825617284,39.89462314988136,0.03021265549755943,0
4.0909408757716053,42.01257157955136,0.025604568117027167,0
3.3753858024691357,42.84756941535653,0.024875035431473163,0
3.0368803047839505,43.3065268584008,0.024274046988196976,0
17.293969425154319,35.75185674037865,0.06235487746539395,0
7.4167390046296298,39.42867364429057,0.018543971521501546,0
9.3538773148148149,38.420886914519734,0.02086783971026671,0
9.9588638117283956,38.148705674686624,0.02536838682957981,0
12.415943287037036,37.19100640699216,0.026668527221491583,0
10.830343364197532,37.784381351925084,0.02604468171578152,0
9.0521556712962958,38.56328346892815,0.026587122490490868,0
5.909083236882716,40.41560253260177,0.02511297674537551,0
5.9430579668209873,40.39070394609749,0.028756037854343126,0
6.0769314236111107,40.293960253788015,0.029355414997101176,0
5.2184606481481479,40.955379480203845,0.02629684200547092,0
11.293029031635802,37.602699162602434,0.0258520665456013,0
30.219509548611111,33.32792949245456,0.06170529365268034,0
25.020990065586421,34.147758703980486,0.023110188974035675,0
26.515588831018519,33.89579084939535,0.024205299693687808,0
16.651945891203702,35.9161536984641,0.02306580211344078,0
7.3880811149691361,39.445487058823126,0.023533793622272897,0
3.7525559413580245,42.38753185644271,0.023284687680348554,0
3.5396050347222223,42.64125556698181,0.02539510244429508,0
4.6085551697530862,41.49515570001971,0.020574522536133188,0
4.3186969521604937,41.77727630685201,0.022732399877390865,0
4.3562403549382713,41.73968526987197,0.02293563434481949,0
4.7999734760802468,41.318415233306176,0.0231574407037499,0
4.1116174768518521,41.99067657463381,0.023521402083800123,0
13.474573206018519,36.8356534264598,0.05846040596807432,0
0.23722029320987653,54.37928522499078,0.013922058001814624,0
0.17586564429012347,55.678993534314884,0.010349586425996109,0
0.17333381558641975,55.741970636476026,0.005825858410433653,0
0.7573061342592593,49.33808886198114,0.012187658421101227,0
5.2170982831790127,40.956513425392,0.014808860527195015,0
3.2617549189814814,42.99629034860341,0.017366383174285002,0
1.6401186342592593,45.98205097978295,0.014787135212912712,0
4.0663580246913584,42.038747471899384,0.02245675867387419,0
1.6089289158950617,46.0654350391399,0.01722961572541563,0
2.5416063850308643,44.07972068011603,0.014886953833971789,0
5.3396749614197532,40.85565539561856,0.015446365841219249,0
16.616319444444443,35.925455280615026,0.05378498812568589,0
6.2950906635802468,40.14078371553645,0.02102252111126869,0
6.6803264853395063,39.88282672746187,0.021923636680323797,0
7.1445915316358022,39.59102956380181,0.023108864402240893,0
5.9532335069444446,40.38327443411305,0.02326376797449121,0
5.7534963348765435,40.53148520094599,0.02260839544364902,0
9.5633077739197532,38.32472228058944,0.02369503821945402,0
10.398594232253087,37.96105729111518,0.02320537484076645,0
17.648654513888889,35.66368759329175,0.025481173264034672,0
21.082947530864196,34.89149032937337,0.026470357657545556,0
25.57351948302469,34.052898601831956,0.02897463091968715,0
25.45284770447531,34.07343981929797,0.03036149580384186,0
28.540786554783949,33.576144232141836,0.06487868361099695,0
7.1686680169753085,39.57641892315342,0.020737480109491984,0
1.8867066936728396,45.3737597062359,0.017420465469473463,0
3.7291666666666665,42.41468567263604,0.019901906997276706,0
13.048767843364198,36.975108564037114,0.024789679410328447,0
25.060366030092592,34.14092950886216,0.02169772405712876,0
34.266288097993829,32.78213298920353,0.027142332293649696,0
35.210081500771608,32.664133305351754,0.025102292248551594,0
28.438994984567902,33.59166116221174,0.027526203993617854,0
15.41160300925926,36.25232547466256,0.025242761137357038,0
9.5029296875,38.352228449509695,0.027228395555744033,0
8.5502989969135808,38.81099058953863,0.025130218284285466,0
18.575147087191358,35.44148099463419,0.05451056772994121,0
5.5568938078703702,40.682482633621035,0.02097729543784568,0
6.027440200617284,40.32947450515352,0.024337555307512772,0
3.9289520640432101,42.18803630719509,0.027586281786052217,0
3.6165605709876543,42.54784617710065,0.026419340219237048,0
3.2969835069444446,42.94963586263712,0.02616989633786938,0
4.4587311921296298,41.638690704635344,0.025835613490350094,0
3.5425829475308643,42.637603330752434,0.027735166511577515,0
3.7709177276234569,42.36633303622439,0.02235866571801639,0
2.7428867669753085,43.74872481623876,0.023892985788203064,0
3.6173683449074074,42.54687627053532,0.025326497927169667,0
3.167920524691358,43.123060831906514,0.028224190173639842,0
15.489884741512345,36.23032174633005,0.04510162598679746,0
0.57790798611111116,50.512216648441246,0.018726717054204513,0
0.42885561342592593,51.80769261800051,0.010888162118052679,0
0.85939911265432101,48.788854599369806,0.014539791573254442,0
1.142578125,47.551944557615606,0.017804357946921014,0
2.5165171682098766,44.122804632762666,0.015997869655232443,0
2.1193576388888888,44.86876111334961,0.016921288074156656,0
3.2621166087962963,42.99580879439062,0.01944332618515577,0
6.6396846064814818,39.90932910553791,0.022175315087300966,0
8.9909456983024683,38.592749861587606,0.023467153055507027,0
8.7048611111111107,38.733185146689245,0.028818037091242865,0
4.2280574845679011,41.86939477535048,0.02704529688267706,0
16.100019290123456,36.06253964488908,0.04748536371880697,0
3.0817780671296298,43.24279000882461,0.023273714852409727,0
3.8041811342592591,42.328191733868564,0.021713796721944144,0
2.8318142361111112,43.610156001545434,0.020660187801837638,0
4.1130039544753085,41.98921233803184,0.020266406853202107,0
3.4560305748456792,42.74502784923315,0.02389042574865445,0
1.8124879436728396,45.548052344600634,0.020328366574690653,0
1.8831018518518519,45.38206550409945,0.019475251471409605,0
2.4288676697530862,44.27676506771529,0.020959701494843313,0
1.6524884259259258,45.94941934509994,0.01695594007725372,0
1.0535300925925926,47.90433415740822,0.02032885275455209,0
0.74886670524691357,49.386758386656766,0.019843600125519667,0
10.645809220679013,37.85901681780447,0.05859224742328224,0
1.7390890239197532,45.72758546773467,0.015176145262613024,0
2.7906659915123457,43.67372500991098,0.01654124373547086,0
1.7026065779320987,45.819660539341385,0.010968491578428103,0
1.5536988811728396,46.217135078681004,0.011579182867725647,0
4.1831597222222223,41.91575913653895,0.013701170724958273,0
4.6613498263888893,41.44568663648858,0.018913437768937762,0
2.5814766589506171,44.012121582461546,0.014567579393510515,0
1.9526909722222223,45.22446842453518,0.015935130520765454,0
5.6308834876543212,40.62503819709161,0.016727313303291382,0
6.0879991319444446,40.286057790291395,0.021387689815427977,0
2.1524160879629628,44.80154131401915,0.015179001714277423,0
11.389130015432098,37.565898100923654,0.056598147118636456,0
4.8397834683641978,41.28254429099158,0.017576905675464223,0
7.6506679205246915,39.29381009173667,0.02070304134952375,0
15.88182388117284,36.12179985192167,0.02436481235237872,0
23.6083984375,34.40013834752683,0.02922203472948331,0
23.004111207561728,34.51274902450236,0.027735822396564365,0
15.936885127314815,36.106769186014425,0.022848537348487692,0
9.1803023726851851,38.50223375023313,0.020415181035057562,0
4.8868634259259256,41.240501589781786,0.02062406545444264,0
5.1791208526234565,40.98824315651306,0.02108644269276507,0
3.2614173418209877,42.99673984738188,0.023218342923048516,0
1.7251519097222223,45.76253017603925,0.019808799417443793,0
13.332609953703704,36.88165186882404,0.05659670074875682,0
1.3615571952160495,46.790444713101834,0.017575543887247927,0
4.6363329475308639,41.4690574460238,0.018312780742367384,0
2.729540412808642,43.76990832136221,0.017709167191875427,0
4.9109881365740744,41.21911475855964,0.016011525688977485,0
3.2828776041666665,42.96825669678601,0.01838634455118993,0
333.03208188657408,22.9059428857725,0.05942227844907547,1
365.4180290316358,22.50290390057757,0.0612916649871979,1
115.67109133873457,27.498555277657776,0.06447193652705084,1
342.87387876157408,22.779459604476905,0.06985143683759243,1
371.19900173611109,22.434735612658095,0.06399650626842997,1
17.326569733796298,35.743677700606206,0.01687407232839061,1
248.75626929012347,24.173063259876507,0.06248518361771887,1
368.20774257330248,22.469874443764294,0.07007097517693836,1
220.37842399691357,24.699112879194033,0.0682500124082581,1
88.74745611496914,28.649244477161638,0.05467686592724707,1
350.89461564429013,22.67903656698997,0.07083153015885789,1
106.09822289737654,27.87372251163805,0.06741874714023172,1
237.01716820987653,24.383005558334638,0.06535149809957011,1
221.70184702932099,24.67311049569838,0.06345463985706318,1
26.052806712962962,33.97225843432348,0.031357856157560544,1
205.39214409722223,25.00496532319763,0.06444783087636831,1
328.76826533564815,22.961904706579297,0.06089298312933706,1
248.56422405478395,24.176417402375986,0.06432773919737222,1
224.98033613040124,24.6093579957101,0.06406548212338667,1
329.7108772183642,22.949470860390075,0.06759052108270568,1
358.91901765046299,22.580838904370424,0.06881330565356013,1
299.43912760416669,23.367718120475732,0.06317366111651182,1
258.88852719907408,23.999675560279993,0.06778715847112847,1
361.16180796682102,22.553785424441287,0.06719111978267825,1
315.69814573688274,23.138083298106782,0.06633561203871566,1
348.85026041666669,22.704413093518617,0.07223057148815681,1
346.19308207947529,22.73761975678415,0.07600937639123849,1
223.22869646990742,24.643303376389124,0.06769797687834662,1
304.9077449845679,23.289119048156152,0.06913621009928794,1
287.15990306712962,23.549565628060186,0.06750665176546515,1
300.41883680555554,23.353532006308825,0.07337583869368634,1
250.30661651234567,24.14608031128556,0.07423161580639905,1
198.46325231481481,25.1540025679311,0.062121061527087115,1
176.33674527391975,25.667375403049377,0.06990124829482039,1
282.62953317901236,23.61862819680467,0.07220518568166302,1
181.11671730324073,25.551218227709963,0.06159277265334245,1
104.08476803626543,27.956931821913056,0.03453592218647864,1
211.07329041280863,24.886470804746615,0.055999301470459485,1
243.84553433641975,24.259655543166204,0.07055416592128419,1
